date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:18:09	229/229	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Aug%202019%2012:18:09%20GMT	https://www3.nd.edu/~jquigle2/GSTS%20SP19/Week12P.pdf	www3.nd.edu/_jquigle2/GSTS%20SP19/Week12P.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20SP19/GSTS%20SP19.html)
08:18:11	213215/213215	---M--	200	added ('OK')	application/pdf	etag:%22340df-5875ae5b592f0%22	https://www3.nd.edu/~jquigle2/GSTS%20SP19/Week13.pdf	www3.nd.edu/_jquigle2/GSTS%20SP19/Week13.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20SP19/GSTS%20SP19.html)
08:18:12	97590/97590	---M--	200	added ('OK')	application/pdf	etag:%2217d36-5875ae5b4dbf4%22	https://www3.nd.edu/~jquigle2/GSTS%20SP19/Week13P.pdf	www3.nd.edu/_jquigle2/GSTS%20SP19/Week13P.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20SP19/GSTS%20SP19.html)
08:18:12	5654512/5654512	---M--	200	added ('OK')	application/pdf	etag:%225647f0-585d94c756725%22	https://www3.nd.edu/~jquigle2/GSTS%20SP19/Week10.pdf	www3.nd.edu/_jquigle2/GSTS%20SP19/Week10.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20SP19/GSTS%20SP19.html)
08:18:12	228/228	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Aug%202019%2012:18:12%20GMT	https://www3.nd.edu/~jquigle2/GSTS%20SP19/Week14.pdf	www3.nd.edu/_jquigle2/GSTS%20SP19/Week14.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20SP19/GSTS%20SP19.html)
08:18:14	153209/153209	---M--	200	added ('OK')	application/pdf	etag:%2225679-587ec9b1a087f%22	https://www3.nd.edu/~jquigle2/GSTS%20SP19/Week14P.pdf	www3.nd.edu/_jquigle2/GSTS%20SP19/Week14P.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20SP19/GSTS%20SP19.html)
08:18:14	58150/58150	---M--	200	added ('OK')	application/pdf	etag:%22e326-573a1259e0b5a%22	https://www3.nd.edu/~jquigle2/GSTS%20FA18/GGTseminar.pdf	www3.nd.edu/_jquigle2/GSTS%20FA18/GGTseminar.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA18/GSTS%20FA18.html)
08:18:16	150533/150533	---M--	200	added ('OK')	application/pdf	etag:%2224c05-574a189ff4a00%22	https://www3.nd.edu/~jquigle2/GSTS%20FA18/Week1.pdf	www3.nd.edu/_jquigle2/GSTS%20FA18/Week1.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA18/GSTS%20FA18.html)
08:18:17	625068/625068	---M--	200	added ('OK')	application/pdf	etag:%22989ac-5750328e30b83%22	https://www3.nd.edu/~jquigle2/GSTS%20FA18/Week1P.pdf	www3.nd.edu/_jquigle2/GSTS%20FA18/Week1P.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA18/GSTS%20FA18.html)
08:18:18	138540/138540	---M--	200	added ('OK')	application/pdf	etag:%2221d2c-575248ce8d406%22	https://www3.nd.edu/~jquigle2/GSTS%20FA18/Week2.pdf	www3.nd.edu/_jquigle2/GSTS%20FA18/Week2.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA18/GSTS%20FA18.html)
08:18:19	96360/96360	---M--	200	added ('OK')	application/pdf	etag:%2217868-57582e7bb228d%22	https://www3.nd.edu/~jquigle2/GSTS%20FA18/Week2P.pdf	www3.nd.edu/_jquigle2/GSTS%20FA18/Week2P.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA18/GSTS%20FA18.html)
08:18:20	134733/134733	---M--	200	added ('OK')	application/pdf	etag:%2220e4d-5762e3388488f%22	https://www3.nd.edu/~jquigle2/GSTS%20FA18/Week3.pdf	www3.nd.edu/_jquigle2/GSTS%20FA18/Week3.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA18/GSTS%20FA18.html)
08:18:20	70325/70325	---M--	200	added ('OK')	application/pdf	etag:%22112b5-5762e338346d2%22	https://www3.nd.edu/~jquigle2/GSTS%20FA18/Week3P.pdf	www3.nd.edu/_jquigle2/GSTS%20FA18/Week3P.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA18/GSTS%20FA18.html)
08:18:23	75622/75622	---M--	200	added ('OK')	application/pdf	etag:%2212766-576a4dcdbd686%22	https://www3.nd.edu/~jquigle2/GSTS%20FA18/Week4P.pdf	www3.nd.edu/_jquigle2/GSTS%20FA18/Week4P.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA18/GSTS%20FA18.html)
08:18:24	100716/100716	---M--	200	added ('OK')	application/pdf	etag:%221896c-5772a4214a598%22	https://www3.nd.edu/~jquigle2/GSTS%20FA18/Week5P.pdf	www3.nd.edu/_jquigle2/GSTS%20FA18/Week5P.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA18/GSTS%20FA18.html)
08:18:25	3459476/3459476	---M--	200	added ('OK')	application/pdf	etag:%2234c994-576c92a570bf3%22	https://www3.nd.edu/~jquigle2/GSTS%20FA18/Week4.pdf	www3.nd.edu/_jquigle2/GSTS%20FA18/Week4.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA18/GSTS%20FA18.html)
08:18:25	227/227	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Aug%202019%2012:18:25%20GMT	https://www3.nd.edu/~jquigle2/GSTS%20FA18/Week6.pdf	www3.nd.edu/_jquigle2/GSTS%20FA18/Week6.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA18/GSTS%20FA18.html)
08:18:27	2648872/2648872	---M--	200	added ('OK')	application/pdf	etag:%22286b28-5772a42118c20%22	https://www3.nd.edu/~jquigle2/GSTS%20FA18/Week5.pdf	www3.nd.edu/_jquigle2/GSTS%20FA18/Week5.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA18/GSTS%20FA18.html)
08:18:27	162915/162915	---M--	200	added ('OK')	application/pdf	etag:%2227c63-578e43d6f1fac%22	https://www3.nd.edu/~jquigle2/GSTS%20FA18/Week6P.pdf	www3.nd.edu/_jquigle2/GSTS%20FA18/Week6P.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA18/GSTS%20FA18.html)
08:18:27	227/227	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Aug%202019%2012:18:27%20GMT	https://www3.nd.edu/~jquigle2/GSTS%20FA18/Week7.pdf	www3.nd.edu/_jquigle2/GSTS%20FA18/Week7.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA18/GSTS%20FA18.html)
08:18:29	155538/155538	---M--	200	added ('OK')	application/pdf	etag:%2225f92-5798f72d2634c%22	https://www3.nd.edu/~jquigle2/GSTS%20FA18/Week7P.pdf	www3.nd.edu/_jquigle2/GSTS%20FA18/Week7P.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA18/GSTS%20FA18.html)
08:18:30	177489/177489	---M--	200	added ('OK')	application/pdf	etag:%222b551-579f58449fa3e%22	https://www3.nd.edu/~jquigle2/GSTS%20FA18/Week8.pdf	www3.nd.edu/_jquigle2/GSTS%20FA18/Week8.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA18/GSTS%20FA18.html)
08:18:31	135714/135714	---M--	200	added ('OK')	application/pdf	etag:%2221222-57a509c004197%22	https://www3.nd.edu/~jquigle2/GSTS%20FA18/Week8P.pdf	www3.nd.edu/_jquigle2/GSTS%20FA18/Week8P.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA18/GSTS%20FA18.html)
08:18:32	320500/320500	---M--	200	added ('OK')	application/pdf	etag:%224e3f4-57a509c0c2d59%22	https://www3.nd.edu/~jquigle2/GSTS%20FA18/Week9.pdf	www3.nd.edu/_jquigle2/GSTS%20FA18/Week9.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA18/GSTS%20FA18.html)
08:18:33	94128/94128	---M--	200	added ('OK')	application/pdf	etag:%2216fb0-57ab497e8eed4%22	https://www3.nd.edu/~jquigle2/GSTS%20FA18/Week9P.pdf	www3.nd.edu/_jquigle2/GSTS%20FA18/Week9P.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA18/GSTS%20FA18.html)
08:18:34	533296/533296	---M--	200	added ('OK')	application/pdf	etag:%2282330-57ab62a944d72%22	https://www3.nd.edu/~jquigle2/GSTS%20FA18/Week10.pdf	www3.nd.edu/_jquigle2/GSTS%20FA18/Week10.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA18/GSTS%20FA18.html)
08:18:35	109033/109033	---M--	200	added ('OK')	application/pdf	etag:%221a9e9-57b0cff767bd8%22	https://www3.nd.edu/~jquigle2/GSTS%20FA18/Week10P.pdf	www3.nd.edu/_jquigle2/GSTS%20FA18/Week10P.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA18/GSTS%20FA18.html)
08:18:37	113181/113181	---M--	200	added ('OK')	application/pdf	etag:%221ba1d-57c210e9b8823%22	https://www3.nd.edu/~jquigle2/GSTS%20FA18/Week11P.pdf	www3.nd.edu/_jquigle2/GSTS%20FA18/Week11P.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA18/GSTS%20FA18.html)
08:18:38	940645/940645	---M--	200	added ('OK')	application/pdf	etag:%22e5a65-57c6f67a7e43d%22	https://www3.nd.edu/~jquigle2/GSTS%20FA18/Week12.pdf	www3.nd.edu/_jquigle2/GSTS%20FA18/Week12.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA18/GSTS%20FA18.html)
08:18:39	148149/148149	---M--	200	added ('OK')	application/pdf	etag:%22242b5-57cadd529b554%22	https://www3.nd.edu/~jquigle2/GSTS%20FA18/Week12P.pdf	www3.nd.edu/_jquigle2/GSTS%20FA18/Week12P.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA18/GSTS%20FA18.html)
08:18:40	64300/64300	---M--	200	added ('OK')	application/pdf	etag:%22fb2c-5620dbeb19d04%22	https://www3.nd.edu/~jquigle2/GSTS%20SP18/TQFTseminar.pdf	www3.nd.edu/_jquigle2/GSTS%20SP18/TQFTseminar.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20SP18/GSTS%20SP18.html)
08:18:43	369284/369284	---M--	200	added ('OK')	application/pdf	etag:%225a284-5639bf9c7b35f%22	https://www3.nd.edu/~jquigle2/GSTS%20SP18/Week1.pdf	www3.nd.edu/_jquigle2/GSTS%20SP18/Week1.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20SP18/GSTS%20SP18.html)
08:18:43	5406966/5406966	---M--	200	added ('OK')	application/pdf	etag:%225280f6-57be524bcdb69%22	https://www3.nd.edu/~jquigle2/GSTS%20FA18/Week11.pdf	www3.nd.edu/_jquigle2/GSTS%20FA18/Week11.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA18/GSTS%20FA18.html)
08:18:44	190793/190793	---M--	200	added ('OK')	application/pdf	etag:%222e949-5642a7bb370cc%22	https://www3.nd.edu/~jquigle2/GSTS%20SP18/Week2.pdf	www3.nd.edu/_jquigle2/GSTS%20SP18/Week2.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20SP18/GSTS%20SP18.html)
08:18:45	203995/203995	---M--	200	added ('OK')	application/pdf	etag:%2231cdb-564b8cf06187e%22	https://www3.nd.edu/~jquigle2/GSTS%20SP18/Week3.pdf	www3.nd.edu/_jquigle2/GSTS%20SP18/Week3.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20SP18/GSTS%20SP18.html)
08:18:46	181853/181853	---M--	200	added ('OK')	application/pdf	etag:%222c65d-5658736fdd6ae%22	https://www3.nd.edu/~jquigle2/GSTS%20SP18/Week4.pdf	www3.nd.edu/_jquigle2/GSTS%20SP18/Week4.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20SP18/GSTS%20SP18.html)
08:18:47	4643503/4643503	---M--	200	added ('OK')	application/pdf	etag:%2246daaf-57cece4953480%22	https://www3.nd.edu/~jquigle2/GSTS%20FA18/Week13.pdf	www3.nd.edu/_jquigle2/GSTS%20FA18/Week13.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA18/GSTS%20FA18.html)
08:18:48	137992/137992	---M--	200	added ('OK')	application/pdf	etag:%2221b08-565be1eac7ba7%22	https://www3.nd.edu/~jquigle2/GSTS%20SP18/Week5P.pdf	www3.nd.edu/_jquigle2/GSTS%20SP18/Week5P.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20SP18/GSTS%20SP18.html)
08:18:48	244054/244054	---M--	200	added ('OK')	application/pdf	etag:%223b956-565be1ea685e7%22	https://www3.nd.edu/~jquigle2/GSTS%20SP18/Week5.pdf	www3.nd.edu/_jquigle2/GSTS%20SP18/Week5.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20SP18/GSTS%20SP18.html)
08:18:49	206783/206783	---M--	200	added ('OK')	application/pdf	etag:%22327bf-56647e8070009%22	https://www3.nd.edu/~jquigle2/GSTS%20SP18/Week6.pdf	www3.nd.edu/_jquigle2/GSTS%20SP18/Week6.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20SP18/GSTS%20SP18.html)
08:18:52	168089/168089	---M--	200	added ('OK')	application/pdf	etag:%2229099-5690045653de1%22	https://www3.nd.edu/~jquigle2/GSTS%20SP18/Week10.pdf	www3.nd.edu/_jquigle2/GSTS%20SP18/Week10.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20SP18/GSTS%20SP18.html)
08:18:52	2391304/2391304	---M--	200	added ('OK')	application/pdf	etag:%22247d08-5687d5934329b%22	https://www3.nd.edu/~jquigle2/GSTS%20SP18/Week9.pdf	www3.nd.edu/_jquigle2/GSTS%20SP18/Week9.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20SP18/GSTS%20SP18.html)
08:18:52	86191/86191	---M--	200	added ('OK')	application/pdf	etag:%22150af-56968b5905e0a%22	https://www3.nd.edu/~jquigle2/GSTS%20SP18/Week10P.pdf	www3.nd.edu/_jquigle2/GSTS%20SP18/Week10P.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20SP18/GSTS%20SP18.html)
08:18:53	228/228	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Aug%202019%2012:18:53%20GMT	https://www3.nd.edu/~jquigle2/GSTS%20SP18/Week11.pdf	www3.nd.edu/_jquigle2/GSTS%20SP18/Week11.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20SP18/GSTS%20SP18.html)
08:18:55	63511/63511	---M--	200	added ('OK')	application/pdf	etag:%22f817-569f54143872a%22	https://www3.nd.edu/~jquigle2/GSTS%20SP18/Week11P.pdf	www3.nd.edu/_jquigle2/GSTS%20SP18/Week11P.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20SP18/GSTS%20SP18.html)
08:18:56	168481/168481	---M--	200	added ('OK')	application/pdf	etag:%2229221-56a23830ea3fb%22	https://www3.nd.edu/~jquigle2/GSTS%20SP18/Week12.pdf	www3.nd.edu/_jquigle2/GSTS%20SP18/Week12.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20SP18/GSTS%20SP18.html)
08:18:56	4393707/4393707	---M--	200	added ('OK')	application/pdf	etag:%22430aeb-5684f8a38fcd3%22	https://www3.nd.edu/~jquigle2/GSTS%20SP18/Week8.pdf	www3.nd.edu/_jquigle2/GSTS%20SP18/Week8.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20SP18/GSTS%20SP18.html)
08:18:58	1488746/1488746	---M--	200	added ('OK')	application/pdf	etag:%2216b76a-56b0fa67114be%22	https://www3.nd.edu/~jquigle2/GSTS%20SP18/Week13P.pdf	www3.nd.edu/_jquigle2/GSTS%20SP18/Week13P.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20SP18/GSTS%20SP18.html)
08:18:58	3244829/3244829	---M--	200	added ('OK')	application/pdf	etag:%2231831d-56ab118dc6680%22	https://www3.nd.edu/~jquigle2/GSTS%20SP18/Week13.pdf	www3.nd.edu/_jquigle2/GSTS%20SP18/Week13.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20SP18/GSTS%20SP18.html)
08:18:59	210696/210696	---M--	200	added ('OK')	application/pdf	etag:%2233708-56b3d489f8a2a%22	https://www3.nd.edu/~jquigle2/GSTS%20SP18/Week14.pdf	www3.nd.edu/_jquigle2/GSTS%20SP18/Week14.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20SP18/GSTS%20SP18.html)
08:18:59	229/229	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Aug%202019%2012:18:59%20GMT	https://www3.nd.edu/~jquigle2/GSTS%20SP18/Week14P.pdf	www3.nd.edu/_jquigle2/GSTS%20SP18/Week14P.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20SP18/GSTS%20SP18.html)
08:19:01	177377/177377	---M--	200	added ('OK')	application/pdf	etag:%222b4e1-55a309a34db48%22	https://www3.nd.edu/~jquigle2/GSTS%20FA17/Week1.pdf	www3.nd.edu/_jquigle2/GSTS%20FA17/Week1.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA17/GSTS%20FA17.html)
08:19:02	128293/128293	---M--	200	added ('OK')	application/pdf	etag:%221f525-55a309a381b4d%22	https://www3.nd.edu/~jquigle2/GSTS%20FA17/Week1P.pdf	www3.nd.edu/_jquigle2/GSTS%20FA17/Week1P.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA17/GSTS%20FA17.html)
08:19:03	178553/178553	---M--	200	added ('OK')	application/pdf	etag:%222b979-55a309a39fbd2%22	https://www3.nd.edu/~jquigle2/GSTS%20FA17/Week2.pdf	www3.nd.edu/_jquigle2/GSTS%20FA17/Week2.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA17/GSTS%20FA17.html)
08:19:04	106330/106330	---M--	200	added ('OK')	application/pdf	etag:%2219f5a-55a309a3def7b%22	https://www3.nd.edu/~jquigle2/GSTS%20FA17/Week2P.pdf	www3.nd.edu/_jquigle2/GSTS%20FA17/Week2P.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA17/GSTS%20FA17.html)
08:19:05	193947/193947	---M--	200	added ('OK')	application/pdf	etag:%222f59b-55a309a408786%22	https://www3.nd.edu/~jquigle2/GSTS%20FA17/Week3.pdf	www3.nd.edu/_jquigle2/GSTS%20FA17/Week3.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA17/GSTS%20FA17.html)
08:19:06	130682/130682	---M--	200	added ('OK')	application/pdf	etag:%221fe7a-55a309a428ef3%22	https://www3.nd.edu/~jquigle2/GSTS%20FA17/Week3P.pdf	www3.nd.edu/_jquigle2/GSTS%20FA17/Week3P.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA17/GSTS%20FA17.html)
08:19:07	170533/170533	---M--	200	added ('OK')	application/pdf	etag:%2229a25-55a309a463488%22	https://www3.nd.edu/~jquigle2/GSTS%20FA17/Week4.pdf	www3.nd.edu/_jquigle2/GSTS%20FA17/Week4.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA17/GSTS%20FA17.html)
08:19:08	94508/94508	---M--	200	added ('OK')	application/pdf	etag:%221712c-55a309a4749e0%22	https://www3.nd.edu/~jquigle2/GSTS%20FA17/Week4P.pdf	www3.nd.edu/_jquigle2/GSTS%20FA17/Week4P.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA17/GSTS%20FA17.html)
08:19:09	247046/247046	---M--	200	added ('OK')	application/pdf	etag:%223c506-55a309a4d0a95%22	https://www3.nd.edu/~jquigle2/GSTS%20FA17/Week5.pdf	www3.nd.edu/_jquigle2/GSTS%20FA17/Week5.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA17/GSTS%20FA17.html)
08:19:10	127796/127796	---M--	200	added ('OK')	application/pdf	etag:%221f334-55a4655864fa5%22	https://www3.nd.edu/~jquigle2/GSTS%20FA17/Week5P.pdf	www3.nd.edu/_jquigle2/GSTS%20FA17/Week5P.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA17/GSTS%20FA17.html)
08:19:10	227/227	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Aug%202019%2012:19:10%20GMT	https://www3.nd.edu/~jquigle2/GSTS%20FA17/Week6.pdf	www3.nd.edu/_jquigle2/GSTS%20FA17/Week6.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA17/GSTS%20FA17.html)
08:19:12	106344/106344	---M--	200	added ('OK')	application/pdf	etag:%2219f68-55ae1b39cb590%22	https://www3.nd.edu/~jquigle2/GSTS%20FA17/Week6P.pdf	www3.nd.edu/_jquigle2/GSTS%20FA17/Week6P.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA17/GSTS%20FA17.html)
08:19:12	227/227	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Aug%202019%2012:19:12%20GMT	https://www3.nd.edu/~jquigle2/GSTS%20FA17/Week7.pdf	www3.nd.edu/_jquigle2/GSTS%20FA17/Week7.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA17/GSTS%20FA17.html)
08:19:13	228/228	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Aug%202019%2012:19:13%20GMT	https://www3.nd.edu/~jquigle2/GSTS%20FA17/Week7P.pdf	www3.nd.edu/_jquigle2/GSTS%20FA17/Week7P.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA17/GSTS%20FA17.html)
08:19:14	227/227	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Aug%202019%2012:19:14%20GMT	https://www3.nd.edu/~jquigle2/GSTS%20FA17/Week8.pdf	www3.nd.edu/_jquigle2/GSTS%20FA17/Week8.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA17/GSTS%20FA17.html)
08:19:15	228/228	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Aug%202019%2012:19:15%20GMT	https://www3.nd.edu/~jquigle2/GSTS%20FA17/Week8P.pdf	www3.nd.edu/_jquigle2/GSTS%20FA17/Week8P.pdf	(from https://www3.nd.edu/~jquigle2/GSTS%20FA17/GSTS%20FA17.html)
